Temp,MaxTemp,MinTemp,LinkMargin,timestamp
9.2750,16.2162,0.8037,48,2016-10-08T05:07:13.397Z
9.2750,16.2162,0.8037,48,2016-10-08T05:06:42.725Z
9.3875,16.2162,0.8037,48,2016-10-08T05:06:16.273Z
9.3875,16.2162,0.8037,48,2016-10-08T05:05:43.938Z
9.5000,16.2162,0.8037,48,2016-10-08T05:05:17.243Z
9.5000,16.2162,0.8037,48,2016-10-08T05:04:42.822Z
9.6125,16.2162,0.8037,48,2016-10-08T05:04:17.364Z
9.6125,16.2162,0.8037,48,2016-10-08T05:03:42.974Z
9.7250,16.2162,0.8037,48,2016-10-08T05:03:12.806Z
9.7250,16.2162,0.8037,48,2016-10-08T05:02:48.592Z
9.7250,16.2162,0.8037,48,2016-10-08T05:02:13.069Z
9.7250,16.2162,0.8037,48,2016-10-08T05:01:42.774Z
9.7250,16.2162,0.8037,48,2016-10-08T05:01:12.921Z
9.7250,16.2162,0.8037,48,2016-10-08T05:00:42.759Z
9.8375,16.2162,0.8037,48,2016-10-08T05:00:12.991Z
9.7250,16.2162,0.8037,48,2016-10-08T04:59:44.799Z
9.7250,16.2162,0.8037,48,2016-10-08T04:59:12.737Z
9.7250,16.2162,0.8037,48,2016-10-08T04:58:44.108Z
9.7250,16.2162,0.8037,48,2016-10-08T04:58:13.001Z
9.7250,16.2162,0.8037,48,2016-10-08T04:57:44.086Z
9.6125,16.2162,0.8037,48,2016-10-08T04:57:12.827Z
9.5000,16.2162,0.8037,48,2016-10-08T04:56:42.825Z
9.5000,16.2162,0.8037,48,2016-10-08T04:56:13.007Z
9.3875,16.2162,0.8037,48,2016-10-08T04:55:42.740Z
9.3875,16.2162,0.8037,48,2016-10-08T04:55:12.906Z
9.2750,16.2162,0.8037,48,2016-10-08T04:54:43.286Z
9.2750,16.2162,0.8037,48,2016-10-08T04:54:12.786Z
9.1625,16.2162,0.8037,48,2016-10-08T04:53:42.782Z
9.1625,16.2162,0.8037,48,2016-10-08T04:53:12.771Z
9.0500,16.2162,0.8037,48,2016-10-08T04:52:43.546Z
8.9375,16.2162,0.8037,48,2016-10-08T04:52:12.756Z
8.9375,16.2162,0.8037,48,2016-10-08T04:51:42.748Z
8.8250,16.2162,0.8037,48,2016-10-08T04:51:12.859Z
8.8250,16.2162,0.8037,48,2016-10-08T04:50:42.738Z
8.7125,16.2162,0.8037,48,2016-10-08T04:50:12.896Z
8.7125,16.2162,0.8037,48,2016-10-08T04:49:42.721Z
8.7125,16.2162,0.8037,48,2016-10-08T04:49:12.708Z
8.6000,16.2162,0.8037,48,2016-10-08T04:48:42.710Z
